0	_	e	0
1	come	come	1
2	tavacco	_	0
3	_	xxxx	0
4	no	_	0
5	_	okay	0
6	di	_	0
7	_	e	0
8	là	là	1
9	_	{P}	0
10	lavorando	lavorando	1
11	più	più	1
12	di	di	1
13	_	tre	0
14	3000	_	0
15	_	tremila	0
16	persone	persone	1
17	_	mh	0
18	non	non	1
19	sono	sono	1
20	esattamente	esattamente	1
21	ho	_	0
22	_	o	0
23	3000	_	0
24	_	tremila	0
25	ho	_	0
26	_	o	0
27	30000	_	0
28	_	trentamila	0
29	ho	_	0
30	_	ma	0
31	3000	_	0
32	_	tremila	0
33	che	che	1
34	facciamo	facciamo	1
35	_	mhmh	0
36	ma	ma	1
37	non	non	1
38	si	si	1
39	trovano	trovano	1
40	adesso	adesso	1
41	neanche	neanche	1
42	là	là	1
43	_	gli	0
44	in	_	0
45	_	appartamenti	0
46	appartamento	_	0
47	_	eh	0
48	esatto	esatto	1
49	_	te	0
50	_	lo	0
51	era	era	1
52	_	{P}	0
53	questo	questo	1
54	che	che	1
55	volevo	volevo	1
56	chiederti	chiederti	1
57	perché	perché	1
58	_	ah	0
59	_	sì	0
60	se	se	1
61	tutti	tutti	1
62	vogliono	vogliono	1
63	vivere	vivere	1
64	lì	lì	1
65	sì	sì	1
66	non	non	1
67	si	si	1
68	trovano	trovano	1
69	appartamenti	appartamenti	1
70	la	la	1
71	verità	verità	1
72	_	mhmh	0
73	piuttosto	piuttosto	1
74	che	che	1
75	_	{P}	0
76	ci	ci	1
77	sono	sono	1
78	un	un	1
79	sacco	sacco	1
80	di	di	1
81	gente	_	0
82	_	aziende	0
83	come	come	1
84	non	non	1
85	vuole	vuole	1
86	dare	dare	1
87	appartamenti	appartamenti	1
88	per	per	1
89	la	la	1
90	famiglia	famiglia	1
91	un	un	1
92	po'	po'	1
93	che	che	1
94	danno	danno	1
95	un	un	1
96	po'	po'	1
97	di	di	1
98	persone	persone	1
99	_	mhmh	0
100	che	che	1
101	dopo	dopo	1
102	fanno	fanno	1
103	la	la	1
104	storia	storia	1
105	allora	_	0
106	_	ora	0
107	per	per	1
108	pochi	pochi	1
109	che	che	1
110	tutti	tutti	1
111	quanti	quanti	1
112	_	{sospira}	0
113	sì	sì	1
114	sì	sì	1
115	sì	sì	1
116	certo	certo	1
117	capito	capito	1
118	_	mh	0
119	_	mh	0
120	_	e	0
121	ma	ma	1
122	_	se	0
123	se	se	1
124	potessi	potessi	1
125	un	un	1
126	giorno	giorno	1
127	vorresti	vorresti	1
128	vivere	vivere	1
129	in	in	1
130	città	città	1
131	_	o	0
132	assolutamente	assolutamente	1
133	io	io	1
134	sto	sto	1
135	provando	provando	1
136	tutti	tutti	1
137	i	i	1
138	giorni	giorni	1
139	a	a	1
140	trovare	trovare	1
141	_	c'	0
142	c'è	_	0
143	_	è	0
144	un	un	1
145	appartamento	appartamento	1
146	per	per	1
147	_	i	0
148	trasferire	trasferire	1
149	in	in	1
150	bologna	bologna	1
151	cioè	cioè	1
152	io	io	1
153	lavoro	lavoro	1
154	qui	qui	1
155	_	mhmh	0
156	è	è	1
157	un	_	0
158	utile	_	0
159	_	inutile	0
160	che	che	1
161	io	io	1
162	vado	vado	1
163	a	a	1
164	esempio	esempio	1
165	faccio	faccio	1
166	così	così	1
167	_	una	0
168	_	una	0
169	un	_	0
170	_	una	0
171	ragionamento	ragionamento	1
172	se	se	1
173	lo	lo	1
174	trovo	trovo	1
175	_	{P}	0
176	una	una	1
177	casa	casa	1
178	in	in	1
179	bologna	bologna	1
180	che	che	1
181	è	_	0
182	_	{P}	0
183	mille	mille	1
184	euro	euro	1
185	_	{P}	0
186	facciamo	facciamo	1
187	_	mhmh	0
188	perché	perché	1
189	una	una	1
190	casa	casa	1
191	deve	deve	1
192	essere	essere	1
193	mille	mille	1
194	euro	euro	1
195	e	e	1
196	non	non	1
197	è	è	1
198	che	che	1
199	deve	deve	1
200	essere	essere	1
201	soltanto	soltanto	1
202	una	una	1
203	camera	camera	1
204	_	u-	0
205	un	un	1
206	monolocale	monolocale	1
207	che	che	1
208	è	_	0
209	mille	mille	1
210	euro	euro	1
211	no	no	1
212	è	è	1
213	troppo	troppo	1
214	è	è	1
215	troppo	troppo	1
216	sì	sì	1
217	deve	deve	1
218	essere	essere	1
219	almeno	almeno	1
220	tre	tre	1
221	camera	_	0
222	_	camere	0
223	di	di	1
224	letto	letto	1
225	_	per	0
226	per	per	1
227	mille	mille	1
228	euro	euro	1
229	mille	_	0
230	due	_	0
231	mille	_	0
232	_	milledue	0
233	cento	_	0
234	_	millecento	0
235	facciamo	facciamo	1
236	così	così	1
237	_	sì	0
238	_	sì	0
239	_	sì	0
240	_	mhmh	0
241	se	se	1
242	vado	vado	1
243	a	a	1
244	valsamoggia	valsamoggia	1
245	_	con	0
246	ogni	_	0
247	_	i	0
248	mese	_	0
249	_	x	0
250	io	io	1
251	spendo	spendo	1
252	_	c-	0
253	più	più	1
254	di	di	1
255	200	_	0
256	_	duecento	0
257	euro	euro	1
258	di	di	1
259	benzina	benzina	1
260	sì	sì	1
261	sì	sì	1
262	_	{P}	0
263	e	e	1
264	_	il	0
265	parcheggio	parcheggio	1
266	e	e	1
267	parcheggio	parcheggio	1
268	più	più	1
269	_	{P}	0
270	facciamo	facciamo	1
271	350	_	0
272	_	trecentocinquanta	0
273	euro	euro	1
274	di	di	1
275	ogni	ogni	1
276	mese	mese	1
277	_	sì	0
278	_	sì	0
279	_	sì	0
280	_	tantissimo	0
281	tantissimo	tantissimo	1
282	tantissimo	tantissimo	1
283	_	{ride}	0
284	_	sì	0
285	_	sì	0
286	no	no	1
287	io	io	1
288	non	non	1
289	ho	ho	1
290	la	la	1
291	macchina	macchina	1
292	quindi	quindi	1
293	non	non	1
294	mi	mi	1
295	rendo	rendo	1
296	conto	conto	1
297	_	sento	0
298	_	queste	0
299	_	cifre	0
300	se	_	0
301	_	{ride}	0
302	no	no	1
303	intendevo	intendevo	1
304	_	{P}	0
305	intendevo	intendevo	1
306	_	{P}	0
307	che	che	1
308	se	se	1
309	là	là	1
310	pago	pago	1
311	700	_	0
312	_	settecento	0
313	euro	euro	1
314	in	in	1
315	affitto	affitto	1
316	più	più	1
317	_	{P}	0
318	350	_	0
319	_	trecentocinquanta	0
320	sono	sono	1
321	mille	mille	1
322	_	mhmh	0
323	_	mhmh	0
324	già	già	1
325	_	{P}	0
326	mille	mille	1
327	_	eh.m	0
328	cento	_	0
329	_	mill-	0
330	mille	_	0
331	_	millecento	0
332	cento	_	0
333	_	milleduemilacento	0
334	mille	_	0
335	_	m	0
336	duecento	_	0
337	_	milleduecento	0
338	dopo	dopo	1
339	perché	perché	1
340	non	non	1
341	è	è	1
342	che	che	1
343	è	_	0
344	solo	solo	1
345	che	_	0
346	devo	devo	1
347	pagare	pagare	1
348	la	la	1
349	macchina	macchina	1
350	_	sì	0
351	_	sì	0
352	_	sì	0
353	_	mhmh	0
354	la	la	1
355	benzina	benzina	1
356	_	e	0
357	_	eh	0
358	e	e	1
359	anche	anche	1
360	il	il	1
361	parcheggio	parcheggio	1
362	no	no	1
363	_	devo	0
364	_	pa-	0
365	_	x	0
366	_	sì	0
367	_	sì	0
368	_	sì	0
369	_	sì	0
370	_	sì	0
371	_	sì	0
372	allora	allora	1
373	come	come	1
374	la	la	1
375	città	città	1
376	_	{P}	0
377	se	se	1
378	tu	tu	1
379	paghi	paghi	1
380	_	duecento	0
381	_	euro	0
382	_	cioè	0
383	200	_	0
384	_	duecento	0
385	euro	euro	1
386	in	in	1
387	più	più	1
388	_	mhmh	0
389	ma	ma	1
390	ti	ti	1
391	trovi	trovi	1
392	tutto	tutto	1
393	certo	certo	1
394	sì	sì	1
395	_	certo	0
396	certo	certo	1
397	certo	certo	1
398	come	come	1
399	da	da	1
400	là	là	1
401	per	per	1
402	fare	fare	1
403	una	una	1
404	spesa	spesa	1
405	io	io	1
406	devo	devo	1
407	fare	fare	1
408	_	cioè	0
409	10	_	0
410	_	dieci	0
411	chilometri	chilometri	1
412	5	_	0
413	_	cinque	0
414	chilometri	chilometri	1
415	almeno	almeno	1
416	_	mhmh	0
417	ma	_	0
418	_	no	0
419	poi	poi	1
420	ti	ti	1
421	_	{P}	0
422	insomma	insomma	1
423	ti	ti	1
424	svegli	svegli	1
425	presto	presto	1
426	troppo	_	0
427	di	_	0
428	_	traffico	0
429	stress	stress	1
430	_	sì	0
431	assolutamente	assolutamente	1
432	ma	ma	1
433	_	{P}	0
434	guarda	guarda	1
435	che	che	1
436	_	{P}	0
437	là	là	1
438	da	da	1
439	vivere	vivere	1
440	la	la	1
441	differenza	differenza	1
442	da	da	1
443	città	città	1
444	e	e	1
445	fuori	fuori	1
446	città	città	1
447	_	mhmh	0
448	se	se	1
449	lavoro	lavoro	1
450	fuori	fuori	1
451	città	città	1
452	guarda	guarda	1
453	che	che	1
454	per	per	1
455	me	me	1
456	va	va	1
457	bene	bene	1
458	_	mhmh	0
459	ma	ma	1
460	_	{P}	0
461	dentro	dentro	1
462	le	_	0
463	_	la	0
464	città	città	1
465	_	che	0
466	devo	devo	1
467	lavorare	lavorare	1
468	benendo	_	0
469	_	venendo	0
470	qua	qua	1
471	_	{P}	0
472	certo	certo	1
473	sì	sì	1
474	sì	sì	1
475	significa	significa	1
476	che	che	1
477	per	per	1
478	me	me	1
479	non	non	1
480	è	è	1
481	che	che	1
482	una	una	1
483	giornata	giornata	1
484	di	di	1
485	_	{P}	0
486	24	_	0
487	_	ventiquattro	0
488	ore	ore	1
489	_	mhmh	0
490	sono	sono	1
491	_	{P}	0
492	22	_	0
493	_	ventidue	0
494	ore	ore	1
495	certo	certo	1
496	_	{P}	0
497	perché	perché	1
498	_	una	0
499	è	è	1
500	_	x	0
501	un'ora	_	0
502	_	mhmh	0
503	ancora	ancora	1
504	meno	meno	1
505	_	{P}	0
506	sono	sono	1
507	20	_	0
508	_	venti	0
509	ore	ore	1
510	tipo	tipo	1
511	perché	perché	1
512	ogni	ogni	1
513	giorno	giorno	1
514	io	io	1
515	lo	lo	1
516	vado	vado	1
517	avanti	avanti	1
518	e	_	0
519	indietro	indietro	1
520	_	un'	0
521	_	ora	0
522	un'ora	_	0
523	_	un'	0
524	un'ora	_	0
525	_	ora	0
526	e	e	1
527	mezzo	mezzo	1
528	cioè	cioè	1
529	per	per	1
530	venire	venire	1
531	_	un'	0
532	un'ora	_	0
533	_	ora	0
