0	va	_	0
1	be'	_	0
2	_	vabbè	0
3	era	era	1
4	leggera	leggera	1
5	però	però	1
6	_	alla	0
7	no	_	0
8	_	fine	0
9	no	no	1
10	no	no	1
11	è	è	1
12	vero	vero	1
13	_	sì	0
14	non	non	1
15	era	era	1
16	pesantissima	pesantissima	1
17	per	per	1
18	niente	niente	1
19	_	anzi	0
20	_	l'	0
21	l'unica	_	0
22	_	unica	0
23	cosa	cosa	1
24	ho	ho	1
25	esagerato	esagerato	1
26	un	un	1
27	po'	po'	1
28	con	con	1
29	_	l'	0
30	l'olio	_	0
31	_	olio	0
32	forse	forse	1
33	_	però	0
34	ma	ma	1
35	_	nell'	0
36	nell'impasto	_	0
37	_	impasto	0
38	no	no	1
39	fuori	fuori	1
40	fuori	fuori	1
41	_	nell'	0
42	_	impasto	0
43	nell'impasto	_	0
44	_	ce	0
45	ci	_	0
46	_	ne	0
47	l'ho	_	0
48	_	ho	0
49	messo	messo	1
50	il	il	1
51	giusto	giusto	1
52	_	nella	0
53	_	padella	0
54	però	però	1
55	in	in	1
56	padella	padella	1
57	mi	_	0
58	che	_	0
59	_	rosa	0
60	ha	ha	1
61	detto	detto	1
62	metti	metti	1
63	_	quello	0
64	_	là	0
65	_	l'	0
66	l'olio	_	0
67	_	olio	0
68	da	da	1
69	friggere	friggere	1
70	così	così	1
71	vengono	vengono	1
72	meglio	meglio	1
73	ho	ho	1
74	detto	detto	1
75	ok	_	0
76	_	okay	0
77	e	e	1
78	ho	ho	1
79	fatto	fatto	1
80	però	però	1
81	praticamente	praticamente	1
82	ho	_	0
83	_	x	0
84	messo	messo	1
85	_	cioè	0
86	_	tutt~	0
87	tutto	tutto	1
88	il	il	1
89	fondo	fondo	1
90	della	della	1
91	padella	padella	1
92	era	era	1
93	pieno	pieno	1
94	di	_	0
95	_	d'	0
96	olio	olio	1
97	io	io	1
98	volevo	volevo	1
99	mettere	mettere	1
100	un	un	1
101	filo	filo	1
102	_	sai	0
103	per	per	1
104	farle	_	0
105	_	farli	0
106	venire	venire	1
107	_	{P}	0
108	mezzi	mezzi	1
109	tra	tra	1
110	_	cioè	0
111	cotti	cotti	1
112	nella	nella	1
113	padella	padella	1
114	unta	unta	1
115	invece	invece	1
116	i	i	1
117	primi	primi	1
118	sono	sono	1
119	venuti	venuti	1
120	un	un	1
121	po'	po'	1
122	deep	deep	1
123	fried	fried	1
124	quasi	quasi	1
125	_	{ride}	0
126	_	fritti	0
127	_	{tossisce}	0
128	beh	beh	1
129	oggi	oggi	1
130	abbiamo	abbiamo	1
131	fatto	fatto	1
132	colazione	colazione	1
133	_	co~	0
134	con	_	0
135	_	pa~	0
136	pancake	pancake	1
137	con	con	1
138	nutella	nutella	1
139	è	è	1
140	rimasto	rimasto	1
141	un	un	1
142	altro	altro	1
143	pancake	pancake	1
144	se	se	1
145	vuoi	vuoi	1
146	_	uh	0
147	_	ma	0
148	_	quanti	0
149	_	ne	0
150	_	avete	0
151	_	fa~	0
152	mangi	_	0
153	_	mangiati	0
154	tu	tu	1
155	il	il	1
156	pancake	pancake	1
157	_	e	0
158	_	io	0
159	_	mi	0
160	mangi	_	0
161	_	mangio	0
162	il	il	1
163	gelato	gelato	1
164	_	che	0
165	_	ne	0
166	_	dici	0
167	_	{ride}	0
168	_	mo	0
169	_	to	0
170	_	chiavo	0
171	_	n'	0
172	venedì	_	0
173	_	faccia	0
174	non	_	0
175	_	stu	0
176	è	_	0
177	_	pancake	0
178	vero	_	0
179	_	stronzo	0
180	poi	poi	1
181	_	che	0
182	è	è	1
183	rimasto	_	0
184	_	rimas~	0
185	poi	poi	1
186	abbiamo	abbiamo	1
187	mangiato	mangiato	1
188	_	io	0
189	_	a	0
190	_	pranzo	0
191	_	ho	0
192	_	esagerato	0
193	_	tanto	0
194	_	da	0
195	_	tua	0
196	_	nonna	0
197	l'armonia	_	0
198	_	quatt	0
199	4	_	0
200	_	gilat	0
201	gelate	_	0
202	_	sa	0
203	si	_	0
204	_	mangiat	0
205	sono	_	0
206	_	'stu	0
207	mangiate	_	0
208	_	puorco	0
209	su	_	0
210	_	quattro	0
211	questo	_	0
212	_	gelati	0
213	4	_	0
214	_	è	0
215	gelate	_	0
216	_	esa~	0
217	non	non	1
218	è	è	1
219	vero	vero	1
220	_	x	0
221	_	a	0
222	_	parte	0
223	_	il	0
224	_	fatto	0
225	poi	_	0
226	_	che	0
227	abbiamo	abbiamo	1
228	fatto	_	0
229	_	mangiato	0
230	la	la	1
231	stessa	stessa	1
232	quantità	quantità	1
233	di	di	1
234	gelato	gelato	1
235	tu	tu	1
236	ne	ne	1
237	hai	hai	1
238	mangiati	mangiati	1
239	di	di	1
240	più	più	1
241	no	no	1
242	roberto	_	0
243	_	alberto	0
244	hai	hai	1
245	mangiato	mangiato	1
246	il	il	1
247	pan	pan	1
248	di	di	1
249	stelle	stelle	1
250	hai	hai	1
251	mangiato	mangiato	1
252	quello	quello	1
253	al	al	1
254	caramello	caramello	1
255	_	e	0
256	ne	ne	1
257	hai	hai	1
258	mangiato	mangiato	1
259	un	un	1
260	altro	altro	1
261	no	no	1
262	non	non	1
263	_	l'	0
264	l'ho	_	0
265	_	ho	0
266	mangiato	mangiato	1
267	un	un	1
268	altro	altro	1
269	_	ho	0
270	_	ma~	0
271	perché	perché	1
272	non	_	0
273	_	nonna	0
274	abbiamo	_	0
275	_	aveva	0
276	mangiato	_	0
277	_	comprato	0
278	quelli	_	0
279	_	quei	0
280	pan	pan	1
281	di	di	1
282	stelle	stelle	1
283	_	vabbè	0
284	_	sei	0
285	_	un	0
286	_	maiale	0
287	_	hai	0
288	_	mangiato	0
289	che	che	1
290	erano	erano	1
291	buoni	buoni	1
292	_	sì	0
293	si	_	0
294	_	e	0
295	pura	_	0
296	_	pure	0
297	tu	tu	1
298	sei	sei	1
299	un	un	1
300	maiale	maiale	1
301	però	però	1
302	_	ti	0
303	_	sto	0
304	_	dicendo	0
305	hai	hai	1
306	mangiato	mangiato	1
