S1	1	0.46	1.92	infatti
S1	1	1.92	2.04	il
S1	1	2.04	2.2	fatto
S1	1	2.2	2.34	che
S1	1	2.34	2.4	ha
S1	1	2.4	2.7	aumentato
S1	1	2.7	2.82	il
S1	1	2.82	3.34	turismo
S1	1	3.34	4.1	ha
S1	1	4.1	4.56	impattato
S1	1	4.56	4.84	molto
S1	1	4.84	4.96	a
S1	1	4.96	5.1	tutti
S1	2	5.1	5.54	e'
S1	2	5.54	6.38	vero
S1	2	6.46	6.6	è
S1	2	6.6	6.9	vero
S1	3	7.22	7.8	perché
S1	3	7.8	8.46	dicevano
S1	3	8.46	8.6	che
S1	3	8.6	8.94	molte
S1	3	8.94	9.36	persone
S1	3	9.5	10.14	molti
S1	3	10.14	11.1	proprietari
S1	3	11.1	11.4	hanno
S1	3	11.4	11.64	messo
S1	3	11.64	11.88	le
S1	3	11.88	12.16	case
S1	3	12.16	12.56	su
S1	3	12.56	13.2	airbnb
S1	3	13.2	14.18	per
S1	3	14.18	14.66	il
S1	3	14.66	15.04	turismo
S1	4	16.24	16.42	e
S1	4	16.42	16.6	tutte
S1	4	16.6	16.82	queste
S1	4	16.82	17.06	case
S1	4	17.06	17.44	sono
S1	4	17.44	17.64	state
S1	4	17.64	17.88	tolte
S1	4	17.88	18.04	dal
S1	4	18.04	18.66	mercato
S1	4	18.66	19.0	della
S1	4	19.0	19.24	gente
S1	4	19.24	19.4	che
S1	4	19.4	19.54	ci
S1	4	19.54	19.68	deve
S1	4	19.68	20.04	vivere
S1	5	20.66	20.82	e'
S1	5	20.82	21.39	vero
S1	6	21.39	21.7	quindi
S1	6	21.7	22.06	sicuramente
S1	6	22.06	22.24	il
S1	6	22.24	22.62	turismo
S1	6	22.62	23.06	ha
S1	6	23.06	23.38	influito
S1	6	23.38	23.62	anche
S1	6	23.62	23.8	su
S1	6	23.8	24.4	questa
S1	6	24.4	24.62	cosa
S1	6	24.62	24.86	qua
S1	7	26.28	26.66	però
S1	7	26.66	27.22	capisco
S1	7	27.22	27.44	anche
S1	7	27.44	27.54	che
S1	7	27.54	28.04	vogliono
S1	8	28.16	28.22	eh
S1	8	28.22	28.62	sì
S1	8	28.94	29.06	anche
S1	8	29.06	29.22	il
S1	8	29.22	29.82	turismo
S1	9	29.84	31.24	e
S1	9	31.24	31.62	invece
S1	9	31.62	31.92	per
S1	9	31.92	32.1	il
S1	9	32.1	32.26	quanto
S1	9	32.26	32.58	riguarda
S1	9	32.58	32.78	il
S1	9	32.78	33.02	lavoro
S1	9	33.14	33.36	pensi
S1	9	33.36	33.46	che
S1	9	33.46	33.68	sia
S1	9	33.68	33.86	un
S1	9	33.86	34.18	buon
S1	9	34.18	34.64	posto
S1	9	34.64	34.74	in
S1	9	34.74	34.88	cui
S1	9	34.88	35.48	lavorare?
S1	10	36.14	36.34	cioè
S1	10	36.34	36.96	secondo
S1	10	36.96	37.18	te
S1	10	37.18	37.44	si
S1	10	37.44	37.72	trova
S1	10	37.72	38.28	lavoro?
S1	11	38.62	38.76	ah
S1	11	38.76	39.04	ok
S1	11	39.26	39.57	come
S1	12	39.57	40.04	sì
S1	12	40.22	40.24	no
S1	12	40.36	40.54	bologna
S1	12	40.54	41.92	sicuramente
S1	12	41.92	42.38	secondo
S1	12	42.38	43.04	me
S1	12	43.04	43.52	ha
S1	12	43.52	43.8	molte
S1	12	43.8	44.42	opportunità
S1	12	44.42	45.76	lavorative
S1	12	45.76	47.68	rispetto
S1	12	47.68	48.42	ad
S1	12	48.42	48.66	esempio
S1	12	48.66	48.76	a
S1	12	48.76	48.79	fornì
S1	13	48.79	49.2	da
S1	13	49.2	49.58	supernano
S1	13	49.58	49.82	fornì
S1	13	49.82	49.98	come
S1	13	49.98	50.52	riferimento
S1	13	50.6	51.52	però
S1	13	51.52	52.0	c'è
S1	13	52.0	52.54	sicuramente
S1	13	52.54	52.86	molta
S1	13	52.86	53.08	più
S1	13	53.08	53.66	offerta
S1	13	53.66	54.44	lavorativa
S1	13	54.44	54.6	su
S1	13	54.6	55.16	bologna
S1	14	55.2	56.02	perché
S1	14	56.02	57.68	un
S1	14	57.68	58.28	po'
S1	14	58.28	59.28	ci
S1	14	59.28	59.44	sono
S1	14	59.44	59.7	molte
S1	14	59.7	60.2	industrie
S1	14	60.4	60.5	poi
S1	14	60.5	60.74	dipende
S1	14	60.74	60.98	uno
S1	14	60.98	61.14	che
S1	14	61.14	61.36	cosa
S1	14	61.36	61.58	fa
S1	14	62.28	62.38	però
S1	14	62.38	62.92	c'è
S1	14	62.92	64.16	sia
S1	14	64.16	64.96	l'industria
S1	15	65.16	65.6	e
S1	15	65.6	65.68	la
S1	15	65.68	66.1	regione
S1	15	66.1	66.26	poi
S1	15	66.26	66.62	del
S1	15	66.62	67.0	motor
S1	15	67.0	67.48	valley
S1	15	67.76	67.78	sai
S1	15	67.82	67.96	ci
S1	15	67.96	68.06	sono
S1	15	68.06	68.24	più
S1	15	68.24	68.36	delle
S1	15	68.36	68.88	aziende
S1	15	68.88	69.36	di
S1	15	69.36	70.36	motori
S1	15	70.36	70.56	in
S1	15	70.56	70.74	quella
S1	15	70.74	71.04	zona
S1	15	71.04	71.14	lì
S1	16	71.14	71.42	poi
S1	16	71.42	71.6	anche
S1	16	71.6	71.78	più
S1	16	71.78	72.04	verso
S1	16	72.04	72.46	modena
S1	16	72.46	72.6	in
S1	16	72.6	72.88	realtà
S1	16	74.32	74.46	però
S1	16	74.46	76.52	secondo
S1	16	76.52	76.62	me
S1	16	76.62	76.76	c'è
S1	16	76.76	76.84	un
S1	16	76.84	77.02	po'
S1	16	77.02	77.12	di
S1	16	77.12	77.42	tutto
S1	16	77.42	77.71	comunque
S1	17	77.71	78.3	anche
S1	17	78.3	78.58	a
S1	17	78.58	78.82	livello
S1	17	78.82	79.42	umanistico
S1	17	79.42	79.82	qualcosa
S1	17	79.82	80.1	sì
S1	17	80.1	80.26	si
S1	17	80.26	80.64	trova
S1	17	80.64	81.0	a
S1	17	81.0	81.5	bologna
S1	18	82.7	83.3	io
S1	18	83.3	83.56	poi
S1	18	83.56	83.78	ho
S1	18	83.78	84.1	trovato
S1	18	84.1	84.46	lavoro
S1	18	84.46	84.8	tramite
S1	18	84.8	84.98	un
S1	18	84.98	85.52	concorso
S1	18	85.94	85.96	quindi
S1	18	85.96	87.94	quello
S1	18	87.94	88.42	magari
S1	18	88.42	89.14	è
S1	18	89.14	89.2	di
S1	18	89.2	89.33	piacere
S1	19	89.33	89.74	però
S1	19	89.74	89.88	anche
S1	19	89.88	90.1	nel
S1	19	90.1	90.72	pubblico
S1	19	90.72	91.2	probabilmente
S1	19	91.2	91.26	a
S1	19	91.26	91.58	bologna
S1	19	91.58	91.74	c'è
S1	19	91.74	91.96	molto
S1	19	91.96	92.14	di
S1	19	92.14	92.28	più
S1	19	92.28	93.02	rispetto
S1	20	93.02	93.26	magari
S1	20	93.26	93.42	più
S1	20	93.42	94.12	posti
S1	21	94.12	94.42	sì
S1	21	94.58	94.8	esatto
S1	21	94.88	95.4	l'università
S1	21	95.4	95.52	di
S1	21	95.52	97.4	bologna
S1	21	97.58	98.34	diciamo
S1	21	98.34	98.78	che
S1	21	98.78	99.36	porta
S1	21	99.36	99.66	tanto
S1	21	99.66	100.08	lavoro
S1	21	100.08	100.26	in
S1	21	100.26	100.56	tanti
S1	21	100.56	101.08	modi
S1	21	101.08	101.5	secondo
S1	21	101.5	101.72	me
S1	22	104.36	104.72	quindi
