S1	1	0.0	1.08	bene
S1	1	2.08	2.34	allora
S1	1	2.96	3.36	intanto
S1	1	3.36	4.56	ero
S1	1	4.56	4.94	curiosa
S1	1	4.94	5.1	di
S1	1	5.1	5.78	sapere
S1	1	5.78	6.02	da
S1	1	6.02	6.24	quanto
S1	1	6.24	6.48	tempo
S1	1	6.48	6.64	c'è
S1	1	6.64	6.86	questo
S1	1	6.86	7.28	negozio
S1	1	7.54	7.62	perché
S1	2	7.8	8.0	io
S1	2	8.0	8.18	sono
S1	2	8.18	8.38	di
S1	2	8.38	8.92	qui
S1	2	8.92	9.38	e
S1	2	9.38	9.82	frequento
S1	2	9.82	9.94	un
S1	2	9.94	10.1	po'
S1	2	10.1	10.24	questa
S1	2	10.24	10.48	zona
S1	2	10.48	10.6	ma
S1	2	10.6	10.72	non
S1	2	10.72	11.0	l'avevo
S1	2	11.0	11.18	mai
S1	2	11.18	11.54	visto
S1	3	11.82	12.08	no
S1	3	12.2	12.54	non
S1	3	12.54	12.68	è
S1	3	12.68	12.96	così
S1	4	12.96	13.08	stranamente
S1	5	13.3	13.48	questo
S1	5	13.48	14.1	negozio
S1	5	14.1	14.28	è
S1	5	14.28	14.68	già
S1	5	14.68	14.96	da
S1	5	14.96	15.42	22
S1	5	15.42	15.92	anni
S1	6	16.22	16.6	ok
S1	6	16.88	16.98	quindi
S1	6	16.98	17.2	non
S1	6	17.2	17.38	è
S1	6	17.38	17.48	nuovo
S1	7	17.48	17.5	sono
S1	7	17.5	17.52	qui
S1	7	17.52	17.54	da
S1	7	17.54	17.76	6
S1	7	17.76	18.04	anni
S1	8	18.04	18.26	no
S1	8	18.4	18.54	no
S1	8	18.66	18.82	no
S1	8	19.02	19.04	questo
S1	8	19.04	19.18	qua
S1	8	19.18	19.3	non
S1	8	19.3	19.42	è
S1	8	19.42	19.7	nuovo
S1	9	19.7	19.96	di
S1	9	19.96	20.28	prima
S1	9	20.28	20.48	era
S1	9	20.48	20.66	una
S1	9	20.66	20.86	casa
S1	9	20.86	21.2	d'autrice
S1	9	21.2	22.22	vaisi
S1	9	22.64	22.96	poi
S1	9	22.96	23.58	hanno
S1	9	23.58	24.54	chiuso
S1	9	24.74	24.98	allora
S1	9	24.98	25.54	già
S1	9	25.54	26.08	comprato
S1	9	26.08	26.37	un'altra
S1	10	26.37	26.84	persona
S1	10	26.84	27.1	e
S1	10	27.1	27.24	è
S1	10	27.24	27.32	fatta
S1	10	27.32	28.14	copisteria
S1	11	28.3	28.6	ok
S1	12	28.88	29.32	poi
S1	12	29.32	29.48	io
S1	12	29.48	29.64	sono
S1	12	29.64	29.8	da
S1	12	29.8	30.12	terza
S1	12	30.12	30.48	mano
S1	12	30.48	31.7	che
S1	12	31.7	32.86	andando
S1	12	32.86	33.36	avanti
S1	13	33.68	34.3	ok
S1	14	34.86	36.36	noi
S1	14	36.36	36.54	siamo
S1	14	36.54	36.84	venuti
S1	14	36.84	37.06	qui
S1	14	37.06	37.24	a
S1	14	37.24	37.56	chiedere
S1	14	37.56	37.7	a
S1	14	37.7	37.8	te
S1	14	37.8	38.04	la
S1	14	38.04	38.72	disponibilità
S1	14	39.0	39.62	perché
S1	14	39.62	40.48	la
S1	14	40.48	40.86	verità
S1	14	40.86	41.04	è
S1	14	41.04	41.14	che
S1	14	41.14	41.34	siamo
S1	14	41.34	41.62	andati
S1	14	41.62	41.76	alla
S1	14	41.76	41.98	copisteria
S1	15	41.98	42.38	di
S1	15	42.38	42.48	via
S1	15	42.48	42.66	del
