S1	1	0.0	0.32	per
S1	1	0.32	0.82	4
S1	2	3.0	3.26	no
S1	2	3.42	3.66	un
S1	2	3.66	3.92	chilo
S1	2	3.92	4.04	e
S1	2	4.04	4.46	700
S1	2	4.46	4.76	grammi
S1	2	4.76	4.94	di
S1	2	4.94	5.28	pasta
S1	3	5.52	5.68	eh
S1	3	5.68	5.96	vabbè
S1	3	6.24	6.26	perché
S1	3	6.26	6.44	quello
S1	3	6.44	6.54	il
S1	3	6.54	6.78	padre
S1	3	6.78	6.94	se
S1	3	6.94	7.02	ne
S1	3	7.02	7.24	mangia
S1	3	7.24	7.62	assai
S1	3	7.74	7.76	io
S1	3	7.76	7.94	so
S1	4	8.08	8.32	il
S1	4	8.32	8.58	padre
S1	4	8.58	8.78	va
S1	4	8.78	8.82	e
S1	4	8.82	8.88	ne
S1	4	8.88	9.86	mangia
S1	4	9.86	10.0	una
S1	4	10.0	10.38	scotella
S1	4	10.38	10.54	di
S1	4	10.54	11.08	insalata
S1	5	13.98	14.24	con
S1	5	14.24	14.48	due
S1	5	14.48	15.28	vasetti
S1	5	15.28	15.84	del
S1	5	15.84	16.18	pesto
S1	5	16.24	16.42	quello
S1	5	16.42	16.62	la
S1	5	16.62	17.3	barilla
S1	5	17.3	20.02	ricotta
S1	5	20.02	21.38	e
S1	5	21.38	21.76	noci
S1	5	22.26	22.4	non
S1	5	22.4	23.26	contenta
S1	5	23.46	23.64	il
S1	5	23.64	24.28	fiordilatte
S1	5	24.28	24.86	dentro
S1	5	25.32	25.46	non
S1	5	25.46	26.36	contenta
S1	6	26.52	26.9	i
S1	6	26.9	27.44	parmigiano
S1	6	27.44	27.94	sopra
S1	7	28.22	29.2	e
S1	7	29.2	29.36	lo
S1	7	29.36	29.78	stona?
S1	8	30.72	31.0	no
S1	8	31.0	31.46	contento
S1	8	31.54	31.56	mi
S1	8	31.56	31.62	ha
S1	8	31.62	31.76	detto
S1	8	31.88	32.02	se
S1	8	32.02	32.4	c'avevo
S1	8	32.4	32.48	li
S1	8	32.48	32.58	non
S1	8	32.58	32.7	ci
