S1	1	0.52	0.7	come
S1	1	0.7	1.24	tavacco
S1	1	1.52	1.54	no?
S1	1	1.7	1.94	di
S1	1	1.94	2.2	là
S1	1	2.2	2.94	lavorando
S1	1	2.94	3.14	più
S1	1	3.14	3.32	di
S1	1	3.32	4.04	3000
S1	1	4.04	4.86	persone
S1	1	5.06	5.1	non
S1	1	5.1	5.36	sono
S1	1	5.36	6.08	esattamente
S1	1	6.08	6.24	ho
S1	1	6.24	6.56	3000
S1	1	6.6	6.7	ho
S1	1	6.7	7.16	30.000
S1	1	7.16	7.26	ho
S1	1	7.26	7.76	3000
S1	1	7.76	7.92	che
S1	1	7.92	8.44	facciamo
S1	2	8.84	9.02	ma
S1	2	9.02	9.18	non
S1	2	9.18	9.32	si
S1	2	9.32	9.64	trovano
S1	2	9.64	9.94	adesso
S1	2	9.94	10.4	neanche
S1	2	10.4	10.64	là
S1	2	10.64	10.76	in
S1	2	10.76	11.15	appartamento
S1	3	11.15	11.8	esatto
S1	3	11.86	12.3	era
S1	3	12.3	12.8	questo
S1	3	12.8	13.0	che
S1	3	13.0	13.4	volevo
S1	3	13.4	14.08	chiederti
S1	3	14.24	14.78	perché
S1	3	14.78	15.5	se
S1	3	15.5	15.76	tutti
S1	3	15.76	16.08	vogliono
S1	3	16.08	16.42	vivere
S1	3	16.42	17.48	lì
S1	4	17.56	17.78	sì
S1	4	17.94	18.04	non
S1	4	18.04	18.2	si
S1	4	18.2	18.44	trovano
S1	4	18.44	19.2	appartamenti
S1	4	19.58	19.6	la
S1	4	19.6	19.94	verità
S1	4	20.26	20.78	piuttosto
S1	4	20.78	21.44	che
S1	4	21.44	21.86	ci
S1	4	21.86	22.02	sono
S1	4	22.02	22.2	un
S1	4	22.2	22.52	sacco
S1	4	22.52	22.88	di
S1	4	22.88	23.7	gente
S1	5	24.4	24.74	come
S1	5	24.74	25.02	non
S1	5	25.02	25.24	vuole
S1	5	25.24	25.52	dare
S1	5	25.52	26.18	appartamenti
S1	5	26.18	26.38	per
S1	5	26.38	26.5	la
S1	5	26.5	27.12	famiglia
S1	5	27.98	28.04	un
S1	5	28.04	28.2	po'
S1	5	28.2	28.36	che
S1	5	28.36	28.7	danno
S1	5	28.7	28.86	un
S1	5	28.86	28.96	po'
S1	5	28.96	29.1	di
S1	5	29.1	29.72	persone
S1	5	29.72	30.26	che
S1	5	30.26	30.88	dopo
S1	5	30.88	31.1	fanno
S1	5	31.1	31.26	la
S1	5	31.26	31.9	storia
S1	6	31.96	32.44	allora
S1	6	32.44	32.94	per
S1	6	32.94	33.32	pochi
S1	6	33.32	33.54	che
S1	6	33.54	33.94	tutti
S1	6	33.94	35.5	quanti
S1	7	35.68	36.04	sì
S1	7	36.12	36.14	sì
S1	7	36.2	36.22	sì
S1	7	36.34	36.58	certo
S1	7	36.76	37.14	capito
S1	7	37.64	38.06	ma
S1	7	38.06	38.76	se
S1	7	38.76	39.26	potessi
S1	7	39.26	39.38	un
S1	7	39.38	39.66	giorno
S1	7	39.66	40.1	vorresti
S1	7	40.1	40.4	vivere
S1	7	40.4	40.54	in
S1	7	40.54	40.67	città?
S1	8	40.67	41.46	assolutamente
S1	8	41.6	41.68	io
S1	8	41.68	41.9	sto
S1	8	41.9	42.32	provando
S1	8	42.32	42.6	tutti
S1	8	42.6	42.62	i
S1	8	42.62	42.96	giorni
S1	8	42.96	43.08	a
S1	8	43.08	43.6	trovare
S1	8	43.6	43.84	c'è
S1	8	43.84	44.0	un
S1	8	44.0	44.68	appartamento
S1	8	44.68	44.94	per
S1	8	44.94	45.98	trasferire
S1	8	45.98	46.12	in
S1	8	46.12	46.62	bologna
S1	8	46.7	47.01	cioè
S1	9	47.01	47.24	io
S1	9	47.24	47.6	lavoro
S1	9	47.6	48.08	qui
S1	9	48.32	48.48	è
S1	9	48.48	48.68	un
S1	9	48.68	48.88	utile
S1	9	48.88	49.04	che
S1	9	49.04	49.22	io
S1	9	49.22	49.62	vado
S1	9	49.62	50.56	a
S1	9	50.56	51.12	esempio
S1	9	51.22	51.5	faccio
S1	9	51.5	51.78	così
S1	9	52.06	52.5	un
S1	9	52.5	53.28	ragionamento
S1	10	53.36	53.66	se
S1	10	53.66	53.92	lo
S1	10	53.92	54.4	trovo
S1	10	54.4	54.68	una
S1	10	54.68	55.06	casa
S1	10	55.06	55.18	in
S1	10	55.18	56.24	bologna
S1	10	56.24	56.5	che
S1	10	56.5	56.82	è
S1	10	56.82	57.24	mille
S1	10	57.24	57.52	euro
S1	10	57.7	58.1	facciamo
S1	10	58.2	58.9	perché
S1	10	58.9	59.26	una
S1	10	59.26	59.5	casa
S1	10	59.5	59.66	deve
S1	10	59.66	59.92	essere
S1	10	59.92	60.3	mille
S1	10	60.3	60.6	euro
S1	11	60.74	61.04	e
S1	11	61.04	61.22	non
S1	11	61.22	61.34	è
S1	11	61.34	61.4	che
S1	11	61.4	61.56	deve
S1	11	61.56	61.82	essere
S1	11	61.82	62.24	soltanto
S1	11	62.24	62.46	una
S1	11	62.46	62.84	camera
S1	11	62.98	63.4	un
S1	11	63.4	64.0	monolocale
S1	11	64.0	64.14	che
S1	11	64.14	64.22	è
S1	11	64.22	64.48	mille
S1	11	64.48	64.58	euro
S1	11	64.62	64.74	no?
S1	11	65.16	65.36	è
S1	11	65.36	65.58	troppo
S1	12	65.64	65.84	è
S1	12	65.84	66.18	troppo
S1	12	66.3	66.42	sì
S1	13	66.46	66.72	deve
S1	13	66.72	66.92	essere
S1	13	66.92	67.28	almeno
S1	13	67.28	67.5	tre
S1	13	67.5	67.76	camera
S1	13	67.76	67.98	di
S1	13	67.98	68.24	letto
S1	13	68.24	68.78	per
S1	13	68.78	69.24	mille
S1	13	69.24	69.46	euro
S1	13	69.6	69.92	mille
S1	13	69.92	70.14	due
S1	13	70.22	70.5	mille
S1	13	70.5	70.8	cento
S1	13	70.82	71.36	facciamo
S1	13	71.36	71.7	così
S1	14	72.7	72.94	se
S1	14	72.94	73.32	vado
S1	14	73.32	73.6	a
S1	14	73.6	74.62	valsamoggia
S1	14	74.9	75.0	ogni
S1	14	75.0	75.34	mese
S1	14	75.34	75.52	io
S1	14	75.52	75.88	spendo
S1	14	75.88	76.24	più
S1	14	76.24	76.38	di
S1	14	76.38	76.84	200
S1	14	76.84	77.2	euro
S1	14	77.2	77.36	di
S1	14	77.36	77.72	benzina
S1	15	77.82	78.22	sì
S1	15	78.36	78.38	sì
S1	15	78.5	78.64	e
S1	15	78.64	79.18	parcheggio
S1	16	79.24	79.42	e
S1	16	79.42	79.9	parcheggio
S1	16	79.9	80.06	più
S1	16	80.36	80.84	facciamo
S1	16	80.84	81.52	350
S1	16	81.52	82.34	euro
S1	16	82.34	82.58	di
S1	16	82.58	82.88	ogni
S1	16	82.88	83.44	mese
S1	17	83.74	84.38	tantissimo
S1	18	84.5	85.26	tantissimo
S1	19	86.2	86.82	no
S1	19	86.86	86.96	io
S1	19	86.96	87.12	non
S1	19	87.12	87.22	ho
S1	19	87.22	87.34	la
S1	19	87.34	87.66	macchina
S1	19	87.82	87.88	quindi
S1	19	87.88	88.06	non
S1	19	88.06	88.24	mi
S1	19	88.24	88.48	rendo
S1	19	88.48	88.86	conto
S1	19	88.86	89.18	se
S1	20	89.18	89.5	no
S1	20	89.54	89.56	intendevo
S1	20	89.56	90.66	intendevo
S1	20	90.66	90.88	che
S1	20	90.88	91.2	se
S1	20	91.2	91.48	là
S1	20	91.48	91.98	pago
S1	20	91.98	92.72	700
S1	20	92.72	93.12	euro
S1	20	93.12	93.28	in
S1	20	93.28	93.9	affitto
S1	20	94.34	94.62	più
S1	20	94.62	95.88	350
S1	20	95.88	96.62	sono
S1	20	96.62	98.14	mille
S1	21	98.24	98.7	già
S1	21	99.26	100.22	mille
S1	21	100.22	100.7	cento
S1	21	100.7	101.48	mille
S1	21	101.48	101.78	cento
S1	21	101.78	102.18	mille
S1	21	102.18	102.68	duecento
S1	21	102.68	102.97	dopo
S1	22	102.97	103.26	perché
S1	22	103.26	103.4	non
S1	22	103.4	103.48	è
S1	22	103.48	103.56	che
S1	22	103.56	103.6	è
S1	22	103.6	103.76	solo
